COD_CONCESION,SECTOR,COD_SUMINISTRO,FECHA_ALTA_SUMINISTRO,FECHA_BAJA_SUMINISTRO,COD_TIPO_SUMINISTRO,NUM_VIVIENDAS,NUM_PERSONAS
VR,2.2,996115,2009-08-30,,CONT,1.0,3.0
VR,2.2,996116,2009-08-30,,CONT,1.0,3.0
VR,2.2,996117,2009-08-30,,CONT,1.0,3.0
VR,2.2,996118,2009-08-30,,CONT,1.0,3.0
VR,2.2,996123,2009-08-31,,CONT,1.0,3.0
VR,2.2,996126,2009-08-31,,CONT,1.0,3.0
VR,2.2,996127,2009-08-31,,CONT,1.0,3.0
VR,2.2,996128,2009-08-31,,CONT,1.0,3.0
VR,2.2,996129,2009-08-31,,SIN_CONT,1.0,3.0
VR,2.2,996130,2009-09-10,,SIN_CONT,1.0,3.0
VR,2.2,996131,2009-08-31,,CONT,1.0,3.0
VR,2.2,996132,2009-08-31,,CONT,1.0,3.0
VR,2.2,996133,2009-08-31,,CONT,1.0,3.0
VR,2.2,996134,2009-08-31,,CONT,1.0,3.0
VR,2.2,996135,2009-08-31,,CONT,1.0,3.0
VR,2.2,996136,2009-08-30,,CONT,1.0,3.0
VR,2.2,996137,2009-08-30,,CONT,1.0,3.0
VR,2.2,996138,2009-08-30,,CONT,1.0,3.0
VR,2.2,996139,2009-08-30,,CONT,1.0,3.0
VR,3.2,996140,2009-08-30,,CONT,1.0,3.0
VR,2.2,996141,2009-08-30,,CONT,1.0,3.0
VR,2.2,996142,2009-08-30,,SIN_CONT,1.0,3.0
VR,2,996143,2009-08-13,,CONT,1.0,3.0
VR,2,996145,2009-08-13,,CONT,1.0,3.0
VR,2,996146,2009-08-13,,CONT,1.0,3.0
VR,2,996147,2009-08-13,,CONT,1.0,3.0
VR,2,996148,2009-08-13,,CONT,1.0,3.0
VR,2,996150,2009-08-13,,CONT,1.0,3.0
VR,2,996151,2009-08-13,,CONT,1.0,3.0
VR,2,996153,2009-08-13,,CONT,1.0,3.0
VR,2,996154,2009-08-13,,CONT,1.0,3.0
VR,2,996155,2009-08-13,,CONT,1.0,3.0
VR,2,996156,2009-08-13,,CONT,1.0,3.0
VR,2,996157,2009-08-13,,CONT,1.0,3.0
VR,2,996159,2009-08-13,,CONT,1.0,3.0
VR,2,996160,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,996161,2009-08-13,,CONT,1.0,3.0
VR,2,996163,2009-08-13,,CONT,1.0,3.0
VR,2,996164,2009-08-13,,CONT,1.0,3.0
VR,2,996165,2009-08-13,,CONT,1.0,3.0
VR,2,996166,2009-08-13,,CONT,1.0,3.0
VR,2,996167,2009-08-13,,CONT,1.0,3.0
VR,3,996168,2009-08-25,,CONT,1.0,3.0
VR,2,996170,2009-08-13,,CONT,1.0,3.0
VR,2,996171,2009-08-13,,CONT,1.0,3.0
VR,2,996172,2009-08-16,,CONT,1.0,3.0
VR,2,996173,2009-08-13,,CONT,1.0,3.0
VR,2,996174,2009-08-13,,CONT,1.0,3.0
VR,2,996175,2009-08-13,,CONT,1.0,3.0
VR,2,996176,2009-08-13,,CONT,1.0,3.0
VR,2,996177,2009-08-13,,CONT,1.0,3.0
VR,2,996178,2009-08-13,,CONT,1.0,3.0
VR,2,996179,2009-08-13,,CONT,1.0,3.0
VR,2,996180,2009-08-13,,CONT,1.0,3.0
VR,2.2,996182,2009-08-30,,SIN_CONT,1.0,3.0
VR,2.2,996183,2009-08-30,,CONT,1.0,3.0
VR,2.2,996184,2009-08-30,,CONT,1.0,3.0
VR,2.2,996185,2009-08-30,,CONT,1.0,3.0
VR,2.2,996186,2009-08-30,,CONT,1.0,3.0
VR,2.2,996187,2009-08-30,,CONT,1.0,3.0
VR,2.2,996188,2009-08-30,,CONT,1.0,3.0
VR,2.2,996189,2009-08-30,,CONT,1.0,3.0
VR,2,996190,2009-08-13,,CONT,1.0,3.0
VR,2,996191,2009-08-13,,CONT,1.0,3.0
VR,2,996192,2009-08-13,,CONT,1.0,3.0
VR,2,996193,2009-08-13,,CONT,1.0,3.0
VR,2,996194,2009-08-13,,CONT,1.0,3.0
VR,2,996195,2009-08-13,,CONT,1.0,3.0
VR,2,996196,2009-08-13,,CONT,1.0,3.0
VR,2,996197,2009-08-13,,CONT,1.0,3.0
VR,2,996198,2009-08-13,,CONT,1.0,3.0
VR,2,996199,2009-08-13,,CONT,1.0,3.0
VR,2,996200,2009-08-13,,CONT,1.0,3.0
VR,2,996203,2009-08-13,,CONT,1.0,3.0
VR,2,996204,2009-08-13,,CONT,1.0,3.0
VR,2,996205,2009-08-13,,CONT,1.0,3.0
VR,2,996207,2009-08-13,,CONT,1.0,3.0
VR,2,996208,2009-08-13,,CONT,1.0,3.0
VR,2,996209,2009-08-10,,CONT,1.0,3.0
VR,3.1,996210,2009-08-17,,CONT,1.0,3.0
VR,3.1,996211,2009-08-17,,CONT,1.0,3.0
VR,3.1,996212,2009-08-17,,CONT,1.0,3.0
VR,3.1,996213,2009-08-17,,CONT,1.0,3.0
VR,3.1,996214,2009-08-17,,CONT,1.0,3.0
VR,3.1,996215,2009-08-17,,CONT,1.0,3.0
VR,3.1,996216,2009-08-17,,CONT,1.0,3.0
VR,3.1,996217,2009-08-17,,CONT,1.0,3.0
VR,3.1,996218,2009-08-17,,CONT,1.0,3.0
VR,3.1,996219,2009-08-17,,CONT,1.0,3.0
VR,3.1,996220,2009-08-17,,CONT,1.0,3.0
VR,3.1,996221,2009-08-17,,CONT,1.0,3.0
VR,3.1,996224,2009-08-17,,CONT,1.0,3.0
VR,3.1,996226,2009-08-17,,CONT,1.0,3.0
VR,3.1,996228,2009-08-17,,CONT,1.0,3.0
VR,3.1,996229,2009-08-17,,CONT,1.0,3.0
VR,3.1,996230,2009-08-17,,CONT,1.0,3.0
VR,0,996232,2009-08-17,,CONT,1.0,3.0
VR,0,996234,2009-08-17,,CONT,1.0,3.0
VR,0,996237,2009-08-17,,CONT,1.0,3.0
VR,0,996240,2009-08-23,,CONT,1.0,3.0
VR,0,996241,2009-08-23,,CONT,1.0,3.0
VR,0,996242,2009-08-23,,CONT,1.0,3.0
VR,0,996243,2009-08-23,,CONT,1.0,3.0
VR,0,996244,2009-08-23,,CONT,1.0,3.0
VR,0,996246,2009-08-23,,CONT,1.0,3.0
VR,0,996247,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996249,2009-09-03,,CONT,1.0,3.0
VR,3.2.1,996250,2009-09-03,2019-12-31,SIN_CONT,1.0,3.0
VR,3.2.1,996251,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996252,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996253,2009-09-08,,CONT,1.0,3.0
VR,2.1,996255,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996256,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996257,2009-09-08,,SIN_CONT,1.0,3.0
VR,2.1,996258,2009-09-10,,CONT,1.0,3.0
VR,3.2,996259,2009-09-01,2020-06-30,CONT,1.0,3.0
VR,2.1,996260,2009-09-08,,CONT,1.0,3.0
VR,2.1,996261,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996262,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996263,2009-09-08,,CONT,1.0,3.0
VR,2.1,996264,2009-10-07,2021-06-30,,1.0,3.0
VR,3.2.1,996265,2009-09-08,,CONT,1.0,3.0
VR,2.1,996266,2009-09-08,,CONT,1.0,3.0
VR,2.1,996267,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996268,2009-09-08,,CONT,1.0,3.0
VR,2.1,996269,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996271,2009-09-08,,CONT,1.0,3.0
VR,2.1,996272,2009-09-08,,CONT,1.0,3.0
VR,2.1,996273,2009-09-08,,SIN_CONT,1.0,3.0
VR,3.2.1,996274,2009-09-08,,CONT,1.0,3.0
VR,,996277,2009-09-08,2013-01-30,CONT,,
VR,2.1,996278,2009-09-08,,CONT,1.0,3.0
VR,,996279,2009-09-08,2012-01-30,CONT,,
VR,2.1,996280,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996281,2009-09-08,,CONT,1.0,3.0
VR,2.1,996282,2009-09-08,,CONT,1.0,3.0
VR,2.1,996284,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996285,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996287,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996288,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,996289,2009-09-08,,CONT,1.0,3.0
VR,3.1,996290,2009-09-10,,SIN_CONT,1.0,3.0
VR,3.1,996292,2009-08-17,,CONT,1.0,3.0
VR,3.1,996294,2009-08-17,,CONT,1.0,3.0
VR,3.1,996295,2009-08-17,,CONT,1.0,3.0
VR,3.1,996296,2009-08-17,,CONT,1.0,3.0
VR,3.1,996297,2009-08-17,,CONT,1.0,3.0
VR,3.1,996298,2009-08-17,,CONT,1.0,3.0
VR,3.1,996299,2009-08-17,,CONT,1.0,3.0
VR,3.1,996300,2009-08-17,,CONT,1.0,3.0
VR,3.1,996301,2009-08-17,,CONT,1.0,3.0
VR,3.1,996302,2009-08-17,,CONT,1.0,3.0
VR,3.1,996303,2009-08-17,,CONT,1.0,3.0
VR,3.1,996304,2009-08-17,,CONT,1.0,3.0
VR,3.1,996306,2009-08-17,,CONT,1.0,3.0
VR,3.1,996307,2009-08-17,,CONT,1.0,3.0
VR,3.1,996308,2009-08-17,,CONT,1.0,3.0
VR,3.1,996309,2009-08-17,,CONT,1.0,3.0
VR,3.1,996310,2009-08-17,,CONT,1.0,3.0
VR,3.1,996311,2009-08-17,,CONT,1.0,3.0
VR,3.1,996312,2009-08-17,,CONT,1.0,3.0
VR,3.1,996313,2009-08-17,,CONT,1.0,3.0
VR,3.1,996314,2009-08-17,,CONT,1.0,3.0
VR,3.1,996315,2009-08-17,,CONT,1.0,3.0
VR,3.1,996316,2009-08-17,,CONT,1.0,3.0
VR,3.1,996317,2009-08-17,,CONT,1.0,3.0
VR,3.1,996318,2009-08-17,,CONT,1.0,3.0
VR,3.1,996319,2009-08-17,,CONT,1.0,3.0
VR,3.1,996320,2009-08-17,,CONT,1.0,3.0
VR,3.1,996321,2009-08-17,,CONT,1.0,3.0
VR,3.1,996322,2009-08-17,,CONT,1.0,3.0
VR,3.1,996323,2009-08-17,,CONT,1.0,3.0
VR,3.1,996324,2009-08-17,,CONT,1.0,3.0
VR,3.1,996325,2009-08-17,,CONT,1.0,3.0
VR,3.1,996326,2009-08-17,,CONT,1.0,3.0
VR,3.1,996327,2009-08-17,,CONT,1.0,3.0
VR,3.1,996328,2009-08-17,,CONT,1.0,3.0
VR,3.1,996329,2009-08-17,,CONT,1.0,3.0
VR,3.1,996330,2009-08-17,,CONT,1.0,3.0
VR,3.1,996331,2009-08-17,,CONT,1.0,3.0
VR,3.1,996332,2009-08-17,,CONT,1.0,3.0
VR,3.1,996334,2009-08-17,,CONT,1.0,3.0
VR,3.1,996336,2009-08-17,,CONT,1.0,3.0
VR,3.1,996338,2009-08-17,,CONT,1.0,3.0
VR,3.1,996340,2009-08-17,,CONT,1.0,3.0
VR,3.1,996341,2009-08-17,,CONT,1.0,3.0
VR,3.1,996342,2009-08-17,,CONT,1.0,3.0
VR,3.1,996343,2009-08-17,,CONT,1.0,3.0
VR,3.1,996344,2009-08-17,,CONT,1.0,3.0
VR,3.2.1,996347,2009-09-02,,CONT,1.0,3.0
VR,2.2,996348,2009-09-02,,CONT,1.0,3.0
VR,2.2,996350,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996351,2009-09-02,,CONT,1.0,3.0
VR,2.2,996352,2009-09-02,,CONT,1.0,3.0
VR,2.2,996354,2009-09-02,,SIN_CONT,1.0,3.0
VR,2.2,996356,2009-09-02,,CONT,1.0,3.0
VR,2.2,996359,2009-09-02,,CONT,1.0,3.0
VR,3.2,996360,2009-09-01,,CONT,1.0,3.0
VR,2.2,996361,2009-09-02,,CONT,1.0,3.0
VR,2.2,996363,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996364,2009-09-02,,CONT,1.0,3.0
VR,2.2,996365,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996366,2009-09-02,,CONT,1.0,3.0
VR,2.2,996367,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996368,2009-09-02,,CONT,1.0,3.0
VR,2.2,996369,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996370,2009-09-02,,CONT,1.0,3.0
VR,2.2,996371,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996372,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996373,2009-09-02,,CONT,1.0,3.0
VR,2.2,996374,2009-09-02,,CONT,1.0,3.0
VR,2.2,996375,2009-09-02,,CONT,1.0,3.0
VR,2.2,996376,2009-09-02,,CONT,1.0,3.0
VR,2.2,996377,2009-09-02,,CONT,1.0,3.0
VR,2.2,996378,2009-08-30,,CONT,1.0,3.0
VR,2,996379,2009-08-13,,CONT,1.0,3.0
VR,2,996380,2009-08-13,,CONT,1.0,3.0
VR,2,996381,2009-08-13,,CONT,1.0,3.0
VR,2,996382,2009-08-13,,CONT,1.0,3.0
VR,3.2.1,996384,2009-09-02,,CONT,1.0,3.0
VR,2.2,996386,2009-08-30,,CONT,1.0,3.0
VR,2.2,996387,2009-08-31,,CONT,1.0,3.0
VR,2.2,996388,2009-08-31,,CONT,1.0,3.0
VR,2.2,996390,2009-08-30,,CONT,1.0,3.0
VR,2.2,996391,2009-08-30,,CONT,1.0,3.0
VR,2.2,996392,2009-08-30,,CONT,1.0,3.0
VR,2.2,996393,2009-08-30,2019-06-30,CONT,1.0,3.0
VR,2.2,996394,2009-08-30,,CONT,1.0,3.0
VR,2.2,996395,2009-08-30,,CONT,1.0,3.0
VR,2.2,996397,2009-08-30,,CONT,1.0,3.0
VR,2,996398,2009-08-13,,CONT,1.0,3.0
VR,2,996399,2009-08-13,2018-05-30,CONT,1.0,3.0
VR,2,996400,2009-08-13,,SIN_CONT,1.0,3.0
VR,2,996401,2009-08-13,,CONT,1.0,3.0
VR,2,996403,2009-08-13,,CONT,1.0,3.0
VR,2,996404,2009-08-13,2021-04-30,CONT,1.0,3.0
VR,2,996405,2009-08-13,,CONT,1.0,3.0
VR,2,996406,2009-08-13,,CONT,1.0,3.0
VR,2,996407,2009-08-13,,CONT,1.0,3.0
VR,2,996408,2009-08-13,,CONT,1.0,3.0
VR,2,996409,2009-08-13,,CONT,1.0,3.0
VR,2,996411,2009-08-13,,CONT,1.0,3.0
VR,2,996412,2009-08-13,,SIN_CONT,1.0,3.0
VR,,996413,2009-10-07,2017-02-07,SIN_CONT,,
VR,3.2.1,996414,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996415,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996416,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996417,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996418,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996420,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996421,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996422,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996423,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996424,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996426,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996427,2009-08-23,,CONT,1.0,3.0
VR,3.2,996428,2009-08-30,,CONT,1.0,3.0
VR,3.1,996429,2009-08-23,,CONT,1.0,3.0
VR,3.1,996431,2009-08-23,,CONT,1.0,3.0
VR,3.1,996432,2009-08-23,2020-10-31,CONT,1.0,3.0
VR,3.1,996434,2009-08-23,,CONT,1.0,3.0
VR,3.1,996435,2009-08-23,,CONT,1.0,3.0
VR,3.1,996437,2009-08-23,,CONT,1.0,3.0
VR,3.1,996438,2009-08-23,,CONT,1.0,3.0
VR,3.1,996439,2009-08-23,,CONT,1.0,3.0
VR,3.1,996440,2009-08-23,,CONT,1.0,3.0
VR,3.1,996442,2009-08-23,,CONT,1.0,3.0
VR,2.2,996443,2009-09-04,,CONT,1.0,3.0
VR,3.1,996444,2009-08-23,,CONT,1.0,3.0
VR,3.1,996445,2009-08-23,,CONT,1.0,3.0
VR,3.1,996446,2009-08-23,,CONT,1.0,3.0
VR,3.1,996447,2009-08-23,,CONT,1.0,3.0
VR,3.1,996448,2009-08-23,,CONT,1.0,3.0
VR,3.1,996449,2009-08-23,,CONT,1.0,3.0
VR,3.1,996450,2009-08-23,,CONT,1.0,3.0
VR,3.1,996451,2009-08-21,,CONT,1.0,3.0
VR,3.1,996452,2009-08-23,,CONT,1.0,3.0
VR,3.1,996453,2009-08-23,,CONT,1.0,3.0
VR,3.1,996454,2009-08-23,,CONT,1.0,3.0
VR,3.1,996455,2009-08-23,,CONT,1.0,3.0
VR,3.1,996456,2009-08-23,,CONT,1.0,3.0
VR,3.1,996457,2009-08-23,,CONT,1.0,3.0
VR,3.1,996458,2009-08-23,,CONT,1.0,3.0
VR,3.1,996459,2009-08-23,,CONT,1.0,3.0
VR,0,996460,2009-08-23,,CONT,1.0,3.0
VR,3.1,996461,2009-08-23,,SIN_CONT,1.0,3.0
VR,0,996462,2009-08-23,,CONT,1.0,3.0
VR,0,996463,2009-08-23,,CONT,1.0,3.0
VR,3.1,996464,2009-08-23,,CONT,1.0,3.0
VR,3.1,996465,2009-08-23,,CONT,1.0,3.0
VR,3.1,996466,2009-08-23,,CONT,1.0,3.0
VR,0,996467,2009-08-23,,CONT,1.0,3.0
VR,0,996468,2009-08-23,,CONT,1.0,3.0
VR,3.1,996469,2009-08-23,,CONT,1.0,3.0
VR,0,996470,2009-08-23,,CONT,1.0,3.0
VR,3.1,996471,2009-08-23,,CONT,1.0,3.0
VR,0,996472,2009-08-23,,CONT,1.0,3.0
VR,3.2,996473,2009-08-31,,CONT,1.0,3.0
VR,2.2,996474,2009-08-31,,CONT,1.0,3.0
VR,0,996475,2009-08-23,,CONT,1.0,3.0
VR,0,996477,2009-08-23,,CONT,1.0,3.0
VR,0,996478,2009-08-23,,CONT,1.0,3.0
VR,0,996479,2009-08-23,,CONT,1.0,3.0
VR,0,996480,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,996481,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996482,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996484,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996486,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996487,2009-09-01,,CONT,1.0,3.0
VR,3.2.1,996488,2009-09-10,,SIN_CONT,1.0,3.0
VR,3.2,996489,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996490,2009-09-02,,CONT,1.0,3.0
VR,,996491,2009-08-23,2011-04-08,CONT,,
VR,3.2.1,996492,2009-09-02,,CONT,1.0,3.0
VR,3.2,996493,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996494,2009-09-02,,CONT,1.0,3.0
VR,3.2,996495,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996496,2009-09-02,,CONT,1.0,3.0
VR,3.2,996497,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996498,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996500,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996502,2009-09-02,,CONT,1.0,3.0
VR,3.2,996503,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996507,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996509,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,996510,2009-09-02,,CONT,1.0,3.0
VR,3.2,996511,2009-09-02,,CONT,1.0,3.0
VR,3.2,996514,2009-09-02,,CONT,1.0,3.0
VR,2.2,996515,2009-09-02,,CONT,1.0,3.0
VR,3.2,996516,2009-09-02,,CONT,1.0,3.0
VR,3.2,996517,2009-09-02,,CONT,1.0,3.0
VR,3.2,996518,2009-09-02,,CONT,1.0,3.0
VR,2.2,996519,2009-09-02,,CONT,1.0,3.0
VR,3.2,996520,2009-09-02,,CONT,1.0,3.0
VR,2.2,996521,2009-08-30,,CONT,1.0,3.0
VR,3.2,996522,2009-09-02,,CONT,1.0,3.0
VR,2.2,996523,2009-08-30,,CONT,1.0,3.0
VR,3,996524,2009-08-25,,CONT,1.0,3.0
VR,2.2,996525,2009-09-02,,CONT,1.0,3.0
VR,2.2,996526,2009-09-02,,CONT,1.0,3.0
VR,3.2,996527,2009-09-02,,CONT,1.0,3.0
VR,3.2,996528,2009-09-02,,CONT,1.0,3.0
VR,3.2,996529,2009-09-02,,CONT,1.0,3.0
VR,2.2,996530,2009-09-02,,CONT,1.0,3.0
VR,3.2,996531,2009-09-02,,CONT,1.0,3.0
VR,2.2,996532,2009-09-02,,CONT,1.0,3.0
VR,2.2,996534,2009-09-02,,CONT,1.0,3.0
VR,3.2,996535,2009-09-02,,CONT,1.0,3.0
VR,2.2,996538,2009-09-02,,CONT,1.0,3.0
VR,2.2,996539,2009-09-02,,CONT,1.0,3.0
VR,2.2,996540,2009-09-02,,CONT,1.0,3.0
VR,3.2,996541,2009-09-02,,CONT,1.0,3.0
VR,3.2,996542,2009-09-02,,CONT,1.0,3.0
VR,3.2,996543,2009-08-31,,CONT,1.0,3.0
VR,3.2,996544,2009-08-31,,CONT,1.0,3.0
VR,3.2,996545,2009-08-31,,CONT,1.0,3.0
VR,3.2,996547,2009-08-31,,SIN_CONT,1.0,3.0
VR,3.2,996548,2009-08-31,,SIN_CONT,1.0,3.0
VR,3.2,996549,2009-08-31,,CONT,1.0,3.0
VR,3.2,996550,2009-08-31,,CONT,1.0,3.0
VR,3.2,996552,2009-08-31,,CONT,1.0,3.0
VR,3.2,996553,2009-08-31,,CONT,1.0,3.0
VR,3.2,996554,2009-08-31,,CONT,1.0,3.0
VR,3.2,996555,2009-08-31,,CONT,1.0,3.0
VR,3.2,996556,2009-08-31,,CONT,1.0,3.0
VR,3.2,996557,2009-08-31,,CONT,1.0,3.0
VR,3.2,996559,2009-09-10,,SIN_CONT,1.0,3.0
VR,3.2,996561,2009-08-31,,CONT,1.0,3.0
VR,3.2,996564,2009-08-30,,CONT,1.0,3.0
VR,3.2,996565,2009-08-30,,CONT,1.0,3.0
VR,3.2,996567,2009-08-30,,CONT,1.0,3.0
VR,3.2,996568,2009-08-30,,CONT,1.0,3.0
VR,3.2,996569,2009-08-30,,CONT,1.0,3.0
VR,3.2,996571,2009-08-30,,CONT,1.0,3.0
VR,3.2,996572,2009-08-30,,CONT,1.0,3.0
VR,3.2,996573,2009-08-30,,CONT,1.0,3.0
VR,3.2,996574,2009-08-30,,CONT,1.0,3.0
VR,3.2,996575,2009-08-30,,CONT,1.0,3.0
VR,3.2,996576,2009-08-31,,CONT,1.0,3.0
VR,3.2,996577,2009-08-30,,CONT,1.0,3.0
VR,3.2,996579,2009-08-30,,CONT,1.0,3.0
VR,3.2,996581,2009-08-30,,CONT,1.0,3.0
VR,2.2,996582,2009-08-30,,CONT,1.0,3.0
VR,2.2,996583,2009-08-30,,CONT,1.0,3.0
VR,2.2,996584,2009-08-30,,CONT,1.0,3.0
VR,2.2,996585,2009-08-30,,CONT,1.0,3.0
VR,2.2,996586,2009-08-30,,CONT,1.0,3.0
VR,2.2,996587,2009-08-30,,CONT,1.0,3.0
VR,2.2,996588,2009-08-30,,CONT,1.0,3.0
VR,3.1,996589,2009-08-23,2021-02-28,SIN_CONT,1.0,3.0
VR,3.1,996590,2009-08-23,,CONT,1.0,3.0
VR,3.1,996591,2009-08-23,,CONT,1.0,3.0
VR,3.1,996592,2009-08-23,,CONT,1.0,3.0
VR,3.1,996593,2009-08-23,,CONT,1.0,3.0
VR,3.1,996594,2009-08-23,,CONT,1.0,3.0
VR,3.1,996595,2009-08-23,,CONT,1.0,3.0
VR,3.1,996596,2009-08-23,,CONT,1.0,3.0
VR,3.1,996597,2009-08-23,,CONT,1.0,3.0
VR,2.2,996598,2009-09-04,,CONT,1.0,3.0
VR,2.2,996599,2009-09-04,,CONT,1.0,3.0
VR,2.2,996600,2009-09-04,,CONT,1.0,3.0
VR,2.2,996602,2009-09-04,,CONT,1.0,3.0
VR,2.2,996603,2009-09-04,,CONT,1.0,3.0
VR,2.2,996604,2009-09-04,,CONT,1.0,3.0
VR,2.2,996605,2009-09-04,,CONT,1.0,3.0
VR,2.2,996606,2009-09-04,,CONT,1.0,3.0
VR,2.2,996607,2009-09-04,,CONT,1.0,3.0
VR,2.2,996610,2009-09-04,,CONT,1.0,3.0
VR,2.2,996611,2009-09-04,,CONT,1.0,3.0
VR,2.2,996612,2009-09-04,,CONT,1.0,3.0
VR,2.2,996613,2009-09-04,,CONT,1.0,3.0
VR,2.2,996614,2009-09-04,,CONT,1.0,3.0
VR,2.2,996615,2009-09-04,,CONT,1.0,3.0
VR,2.2,996616,2009-09-04,,CONT,1.0,3.0
VR,2.2,996618,2009-09-06,,CONT,1.0,3.0
VR,2.2,996620,2009-09-04,,SIN_CONT,1.0,3.0
VR,2.2,996621,2009-09-04,,CONT,1.0,3.0
VR,,996622,2009-09-04,2012-10-01,CONT,,
VR,2.2,996624,2009-09-04,,CONT,1.0,3.0
VR,2.2,996625,2009-09-04,,CONT,1.0,3.0
VR,2.2,996626,2009-09-10,,SIN_CONT,1.0,3.0
VR,2.2,996627,2009-09-04,,CONT,1.0,3.0
VR,2.2,996628,2009-09-04,,CONT,1.0,3.0
VR,2.2,996629,2009-09-04,,CONT,1.0,3.0
VR,2.2,996630,2009-09-04,,CONT,1.0,3.0
VR,2.2,996632,2009-09-04,,CONT,1.0,3.0
VR,2.2,996633,2009-09-04,,CONT,1.0,3.0
VR,2.2,996634,2009-09-04,,CONT,1.0,3.0
VR,2.2,996635,2009-09-04,,CONT,1.0,3.0
VR,3.2,996636,2009-08-31,,CONT,1.0,3.0
VR,3.2,996637,2009-08-31,,CONT,1.0,3.0
VR,3.2,996639,2009-08-31,,CONT,1.0,3.0
VR,3.2,996640,2009-08-31,,CONT,1.0,3.0
VR,3.2,996641,2009-08-31,,SIN_CONT,1.0,3.0
VR,3.2,996642,2009-08-31,,CONT,1.0,3.0
VR,3.2,996643,2009-08-31,,CONT,1.0,3.0
VR,3.2,996644,2009-08-31,,CONT,1.0,3.0
VR,3.2,996645,2009-08-31,,CONT,1.0,3.0
VR,3.2,996646,2009-08-31,,CONT,1.0,3.0
VR,3.2,996647,2009-08-31,,CONT,1.0,3.0
VR,3.2,996648,2009-08-31,,CONT,1.0,3.0
VR,3.2,996649,2009-08-31,,CONT,1.0,3.0
VR,3.2,996650,2009-08-31,,CONT,1.0,3.0
VR,3.2,996651,2009-08-31,,CONT,1.0,3.0
VR,3.2,996652,2009-08-31,,CONT,1.0,3.0
VR,3.2,996653,2009-08-31,,CONT,1.0,3.0
VR,3.2,996654,2009-08-31,,CONT,1.0,3.0
VR,3.2,996655,2009-08-31,,CONT,1.0,3.0
VR,3.2,996656,2009-08-31,,CONT,1.0,3.0
VR,,996658,2009-09-01,2013-01-18,CONT,,
VR,3.2,996659,2009-08-31,,CONT,1.0,3.0
VR,2,996660,2009-08-13,,CONT,1.0,3.0
VR,2,996661,2009-08-13,,CONT,1.0,3.0
VR,2,996664,2009-08-13,,CONT,1.0,3.0
VR,2,996666,2009-08-13,,CONT,1.0,3.0
VR,2,996667,2009-08-13,,CONT,1.0,3.0
VR,2,996668,2009-08-13,,CONT,1.0,3.0
VR,2,996669,2009-08-13,,CONT,1.0,3.0
VR,2,996670,2009-08-13,,CONT,1.0,3.0
VR,2,996672,2009-08-13,,CONT,1.0,3.0
VR,2,996673,2009-09-03,,CONT,1.0,3.0
VR,2,996675,2009-08-13,,CONT,1.0,3.0
