wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,locations
246.88,25.4,33.0,13.1,12.1,2021-06-14T00:00:00+02:00,25.2,31.7,15.3,17.7,1623628800000,0.0,437.8,Mist,0.0,1017.2,0.0,15.6,59.99,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
234.17,26.3,33.0,12.0,13.1,2021-06-15T00:00:00+02:00,17.9,33.4,56.7,18.9,1623715200000,0.2,332.3,"Mist, Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1013.2,0.0,16.5,58.18,4.17,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
231.46,23.4,28.4,13.3,23.3,2021-06-16T00:00:00+02:00,28.4,27.7,25.3,17.7,1623801600000,0.0,492.7,"Mist, Sky Coverage Decreasing",0.0,1011.5,0.0,13.0,54.0,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
238.33,20.5,25.3,12.7,26.9,2021-06-17T00:00:00+02:00,12.0,,59.7,18.0,1623888000000,3.0,222.5,"Mist, Rain, Thunderstorm, Light Rain, Sky Unchanged",0.0,1011.1,0.0,14.1,68.08,4.17,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
251.21,19.0,25.0,13.0,18.6,2021-06-18T00:00:00+02:00,23.9,,68.6,14.0,1623974400000,2.8,441.9,"Rain, Light Drizzle/Rain, Light Rain, Sky Coverage Increasing, Sky Unchanged",0.0,1012.6,0.0,13.0,71.66,8.33,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
211.25,18.9,24.1,12.5,18.4,2021-06-19T00:00:00+02:00,16.0,,60.6,14.4,1624060800000,0.0,295.7,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1015.6,0.0,12.4,68.16,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
237.08,18.7,25.1,12.0,23.8,2021-06-20T00:00:00+02:00,13.4,,64.5,14.8,1624147200000,1.2,248.5,"Drizzle, Rain, Light Drizzle/Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1013.8,0.0,12.8,70.14,8.33,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
256.25,18.8,24.0,12.0,19.6,2021-06-21T00:00:00+02:00,14.6,,61.4,13.7,1624233600000,0.2,253.1,"Drizzle, Sky Coverage Increasing",0.0,1014.4,0.0,12.2,67.39,4.17,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
262.92,19.7,27.9,13.3,18.4,2021-06-22T00:00:00+02:00,27.8,27.1,42.9,12.7,1624320000000,0.6,483.1,"Precipitation In Vicinity, Rain, Sky Coverage Increasing, Sky Unchanged",0.0,1016.1,0.0,12.0,65.36,4.17,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
241.04,22.3,29.9,15.5,11.2,2021-06-23T00:00:00+02:00,28.5,28.5,16.0,14.9,1624406400000,0.0,495.3,"Sky Coverage Decreasing, Sky Unchanged",0.0,1016.7,0.0,12.2,58.8,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
166.5,24.7,33.0,12.3,9.4,2021-06-24T00:00:00+02:00,29.3,31.0,6.0,14.3,1624492800000,0.0,508.8,,0.0,1016.7,0.0,10.1,45.5,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
273.63,27.1,35.0,13.0,14.8,2021-06-25T00:00:00+02:00,28.9,33.1,42.0,18.7,1624579200000,0.0,502.4,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1015.5,0.0,11.5,40.88,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
257.71,27.1,34.1,13.3,19.5,2021-06-26T00:00:00+02:00,29.0,32.5,4.0,19.8,1624665600000,0.0,502.8,Mist,0.0,1014.4,0.0,11.3,39.9,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
275.63,21.6,29.0,13.3,29.5,2021-06-27T00:00:00+02:00,29.3,28.0,39.9,13.2,1624752000000,0.0,509.4,"Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1015.4,0.0,11.5,56.16,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
279.58,20.7,29.8,13.5,22.3,2021-06-28T00:00:00+02:00,30.1,28.1,0.0,11.0,1624838400000,0.0,522.3,Mist,0.0,1017.5,0.0,7.8,49.01,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
276.25,22.1,31.1,12.2,20.4,2021-06-29T00:00:00+02:00,29.9,29.1,0.0,13.1,1624924800000,0.0,519.5,Mist,0.0,1017.1,0.0,9.1,49.41,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
263.25,22.1,33.2,12.8,16.6,2021-06-30T00:00:00+02:00,29.8,30.9,0.0,11.1,1625011200000,0.0,517.3,Mist,0.0,1015.4,0.0,8.8,51.15,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
275.0,24.5,34.9,12.8,16.6,2021-07-01T00:00:00+02:00,29.5,32.4,6.0,14.2,1625097600000,0.0,512.8,Mist,0.0,1015.9,0.0,9.8,47.88,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
269.17,25.4,33.9,13.8,21.3,2021-07-02T00:00:00+02:00,29.6,31.9,4.0,15.9,1625184000000,0.0,513.9,"Mist, Sky Coverage Decreasing",0.0,1016.5,0.0,10.8,44.02,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
271.04,24.5,30.9,12.9,26.0,2021-07-03T00:00:00+02:00,28.2,31.0,42.0,18.1,1625270400000,0.0,489.6,"Mist, Sky Coverage Increasing",0.0,1017.4,0.0,15.7,59.38,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
272.92,23.7,31.4,14.3,18.6,2021-07-04T00:00:00+02:00,28.9,30.6,14.0,15.9,1625356800000,0.0,501.5,"Mist, Sky Coverage Increasing",0.0,1017.8,0.0,13.7,57.23,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
274.17,23.9,31.1,14.3,26.9,2021-07-05T00:00:00+02:00,28.8,30.9,19.7,17.0,1625443200000,0.0,499.7,"Mist, Sky Coverage Increasing",0.0,1015.9,0.0,14.8,58.63,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
271.25,21.5,25.8,13.2,25.0,2021-07-06T00:00:00+02:00,13.7,,66.0,18.7,1625529600000,0.0,253.3,"Drizzle, Light Rain, Sky Coverage Increasing",0.0,1015.7,0.0,14.2,64.6,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
283.79,20.9,29.1,17.4,18.4,2021-07-07T00:00:00+02:00,29.1,27.8,0.0,12.9,1625616000000,0.0,505.6,,0.0,1018.2,0.0,9.6,53.49,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
221.46,24.0,33.4,12.8,14.8,2021-07-08T00:00:00+02:00,29.2,31.1,0.0,15.0,1625702400000,0.0,506.4,Mist,0.0,1019.4,0.0,9.6,46.44,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
170.0,27.2,37.0,13.1,13.0,2021-07-09T00:00:00+02:00,28.4,35.3,0.0,16.8,1625788800000,0.0,525.1,Mist,0.0,1016.3,0.0,11.8,43.81,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
181.63,29.9,40.0,13.1,9.4,2021-07-10T00:00:00+02:00,27.1,37.4,14.0,19.0,1625875200000,0.0,470.3,,0.0,1013.5,0.0,12.0,38.03,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
246.67,30.3,39.2,12.3,28.9,2021-07-11T00:00:00+02:00,22.5,39.2,96.0,23.5,1625961600000,0.0,416.6,"Mist, Sky Coverage Increasing",0.0,1011.7,0.0,14.8,41.66,0.0,46.4,Overcast,,,"38.4230642610591,-6.41439677433768"
282.08,22.1,28.9,14.3,28.0,2021-07-12T00:00:00+02:00,28.9,27.7,4.0,14.9,1626048000000,0.0,534.7,Sky Coverage Decreasing,0.0,1017.5,0.0,10.3,51.8,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
255.21,23.1,32.0,14.6,16.6,2021-07-13T00:00:00+02:00,28.6,29.8,0.0,14.8,1626134400000,0.0,530.1,,0.0,1019.1,0.0,7.1,41.87,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
160.0,26.1,35.1,12.6,16.6,2021-07-14T00:00:00+02:00,27.9,32.7,14.0,16.0,1626220800000,0.0,517.3,Sky Coverage Increasing,0.0,1016.3,0.0,9.4,41.9,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
168.96,28.3,36.3,12.9,15.6,2021-07-15T00:00:00+02:00,27.6,34.3,10.0,17.9,1626307200000,0.0,511.8,"Mist, Sky Coverage Increasing",0.0,1013.8,0.0,8.8,31.91,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
147.17,29.7,39.2,11.8,12.9,2021-07-16T00:00:00+02:00,28.0,37.9,0.0,18.5,1626393600000,0.0,517.8,Mist,0.0,1014.1,0.0,12.5,38.27,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
258.17,30.0,38.3,13.1,22.2,2021-07-17T00:00:00+02:00,28.0,36.9,2.0,20.0,1626480000000,0.0,518.5,Mist,0.0,1014.3,0.0,12.4,37.14,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
275.21,27.8,37.8,12.5,24.2,2021-07-18T00:00:00+02:00,27.3,37.6,4.0,19.0,1626566400000,0.0,505.7,"Mist, Sky Coverage Decreasing, Sky Unchanged",0.0,1014.6,0.0,13.5,43.67,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
269.38,25.0,35.0,12.2,18.6,2021-07-19T00:00:00+02:00,27.3,34.4,0.0,15.9,1626652800000,0.0,504.7,Mist,0.0,1013.0,0.0,14.7,57.1,0.0,35.3,Clear,,,"38.4230642610591,-6.41439677433768"
271.04,23.1,32.9,11.9,16.6,2021-07-20T00:00:00+02:00,27.6,31.9,48.4,16.2,1626739200000,0.0,511.5,"Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1014.5,0.0,14.2,61.9,0.0,33.5,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
280.5,24.6,36.0,11.9,17.5,2021-07-21T00:00:00+02:00,27.2,33.7,14.3,14.1,1626825600000,0.0,503.1,,0.0,1016.0,0.0,11.9,55.76,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
281.04,26.2,38.0,10.8,20.4,2021-07-22T00:00:00+02:00,27.4,35.7,0.0,15.0,1626912000000,0.0,506.5,,0.0,1015.2,0.0,11.4,49.51,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
273.33,24.1,31.3,12.3,23.3,2021-07-23T00:00:00+02:00,27.1,29.6,16.0,16.2,1626998400000,0.0,502.7,Sky Coverage Increasing,0.0,1013.9,0.0,11.5,48.24,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
274.13,23.7,32.3,13.8,21.3,2021-07-24T00:00:00+02:00,27.8,30.3,0.0,15.3,1627084800000,0.0,514.0,,0.0,1013.3,0.0,11.1,51.46,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
277.39,23.9,30.2,14.6,25.9,2021-07-25T00:00:00+02:00,24.2,30.3,38.0,17.0,1627171200000,0.0,448.5,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1012.9,0.0,14.3,56.53,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
267.08,25.3,33.9,13.1,14.8,2021-07-26T00:00:00+02:00,27.2,33.0,18.0,18.0,1627257600000,0.0,502.9,"Sky Coverage Increasing, Sky Unchanged",0.0,1013.2,0.0,15.4,59.08,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
272.29,26.0,35.9,13.1,22.4,2021-07-27T00:00:00+02:00,26.6,34.0,0.0,17.0,1627344000000,0.0,492.6,Mist,0.0,1012.9,0.0,12.0,46.55,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
271.71,26.0,36.2,13.3,15.7,2021-07-28T00:00:00+02:00,27.0,34.3,0.0,16.8,1627430400000,0.0,500.2,,0.0,1011.6,0.0,11.7,48.03,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
276.09,27.1,35.9,12.6,23.3,2021-07-29T00:00:00+02:00,26.5,34.6,2.0,18.1,1627516800000,0.0,490.5,"Mist, Sky Unchanged",0.0,1012.1,0.0,13.3,46.58,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
271.04,23.5,34.2,13.1,24.2,2021-07-30T00:00:00+02:00,27.4,32.6,0.0,13.8,1627603200000,0.0,506.9,,0.0,1014.3,0.0,11.8,53.12,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
273.75,21.6,29.0,13.4,29.5,2021-07-31T00:00:00+02:00,26.5,27.5,34.0,15.0,1627689600000,0.0,490.5,"Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1015.5,0.0,10.4,53.33,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
285.83,21.7,29.9,13.1,19.5,2021-08-01T00:00:00+02:00,24.1,28.4,50.0,13.9,1627776000000,0.0,446.4,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1016.7,0.0,8.5,46.74,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
276.75,24.4,31.3,15.4,18.5,2021-08-02T00:00:00+02:00,25.4,30.3,38.9,18.0,1627862400000,0.0,471.3,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1014.2,0.0,14.8,58.72,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
272.39,26.1,34.3,13.3,22.3,2021-08-03T00:00:00+02:00,25.3,32.4,46.0,18.0,1627948800000,0.0,469.1,"Sky Coverage Increasing, Sky Unchanged",0.0,1015.1,0.0,13.1,50.63,0.0,33.5,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
276.04,25.9,34.3,14.0,20.4,2021-08-04T00:00:00+02:00,26.0,33.4,30.0,18.1,1628035200000,0.0,480.6,"Mist, Sky Coverage Decreasing",0.0,1016.1,0.0,13.8,50.75,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
275.83,26.3,36.5,13.3,18.6,2021-08-05T00:00:00+02:00,26.3,34.9,2.0,16.8,1628121600000,0.0,487.1,"Mist, Sky Coverage Increasing",0.0,1015.7,0.0,12.9,51.17,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
276.46,24.4,32.2,13.7,24.2,2021-08-06T00:00:00+02:00,26.3,30.7,2.0,16.7,1628208000000,0.0,486.2,"Mist, Sky Coverage Increasing",0.0,1012.3,0.0,13.4,55.11,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
270.63,23.2,29.5,13.8,20.4,2021-08-07T00:00:00+02:00,26.3,28.2,30.0,17.2,1628294400000,0.0,486.3,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1012.0,0.0,12.0,52.83,0.0,48.2,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
258.58,22.7,31.3,12.5,16.6,2021-08-08T00:00:00+02:00,26.2,29.2,0.0,13.8,1628380800000,0.0,485.2,Mist,0.0,1013.8,0.0,9.0,49.47,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
232.75,24.2,33.8,14.9,13.0,2021-08-09T00:00:00+02:00,25.8,31.7,2.0,14.1,1628467200000,0.0,476.9,Sky Coverage Increasing,0.0,1014.1,0.0,8.9,42.87,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
277.17,27.2,36.3,14.6,13.0,2021-08-10T00:00:00+02:00,24.8,35.5,2.0,17.0,1628553600000,0.0,459.5,"Mist, Sky Coverage Increasing",0.0,1013.9,0.0,11.4,41.16,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
259.83,28.4,38.4,12.9,14.8,2021-08-11T00:00:00+02:00,22.5,37.6,2.0,18.1,1628640000000,0.0,416.7,Mist,0.0,1013.4,0.0,13.9,45.42,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
280.39,28.5,37.8,11.6,14.7,2021-08-12T00:00:00+02:00,24.3,36.6,0.0,18.0,1628726400000,0.0,449.5,,0.0,1016.3,0.0,14.4,46.82,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
241.67,30.8,42.0,11.0,16.8,2021-08-13T00:00:00+02:00,21.9,41.1,3.3,20.4,1628812800000,0.0,406.4,Sky Coverage Decreasing,0.0,1017.1,0.0,13.3,39.02,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
245.67,32.6,43.1,10.8,16.6,2021-08-14T00:00:00+02:00,22.6,42.0,12.0,22.3,1628899200000,0.0,419.3,Sky Coverage Increasing,0.0,1016.2,0.0,12.6,32.7,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
275.42,30.9,40.9,13.8,19.5,2021-08-15T00:00:00+02:00,23.6,37.3,30.0,21.0,1628985600000,0.0,467.6,Sky Coverage Increasing,0.0,1015.5,0.0,7.6,29.82,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
272.29,28.0,39.0,14.6,21.4,2021-08-16T00:00:00+02:00,26.0,35.7,0.0,16.9,1629072000000,0.0,515.8,,0.0,1016.1,0.0,7.2,32.77,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
284.17,28.9,38.1,12.3,14.8,2021-08-17T00:00:00+02:00,24.2,35.6,0.0,19.5,1629158400000,0.0,480.0,,0.0,1015.8,0.0,9.6,34.51,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
269.0,27.6,36.3,12.9,16.8,2021-08-18T00:00:00+02:00,24.9,33.8,0.0,17.5,1629244800000,0.0,493.1,Mist,0.0,1014.4,0.0,9.4,36.23,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
273.54,24.3,34.3,13.3,13.9,2021-08-19T00:00:00+02:00,24.6,32.8,2.0,14.6,1629331200000,0.0,488.6,,0.0,1012.5,0.0,11.5,48.59,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
273.58,23.7,34.3,13.3,16.6,2021-08-20T00:00:00+02:00,25.0,31.9,2.0,13.9,1629417600000,0.0,496.0,Sky Coverage Increasing,0.0,1014.0,0.0,9.1,47.11,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
279.86,25.0,34.1,14.0,14.8,2021-08-21T00:00:00+02:00,25.1,32.4,2.0,14.4,1629504000000,0.0,497.2,Sky Unchanged,0.0,1017.1,0.0,11.6,49.6,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
208.42,27.3,38.0,13.3,14.8,2021-08-22T00:00:00+02:00,22.1,35.9,18.0,17.7,1629590400000,0.0,437.9,"Mist, Sky Coverage Increasing, Sky Unchanged",0.0,1016.3,0.0,13.3,50.42,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
234.13,29.4,39.1,12.0,12.1,2021-08-23T00:00:00+02:00,22.9,38.1,0.0,20.0,1629676800000,0.0,453.7,,0.0,1012.4,0.0,14.3,44.31,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
243.04,28.6,35.1,11.0,24.1,2021-08-24T00:00:00+02:00,17.5,36.5,32.2,20.8,1629763200000,0.0,347.6,"Mist, Sky Coverage Increasing",0.0,1010.7,0.0,17.3,52.28,0.0,35.3,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
212.29,27.2,33.5,11.0,13.9,2021-08-25T00:00:00+02:00,22.1,34.7,43.6,20.3,1629849600000,0.0,438.6,"Mist, Sky Coverage Increasing, Sky Unchanged",0.0,1011.2,0.0,17.5,57.78,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
220.83,26.8,34.7,12.0,12.0,2021-08-26T00:00:00+02:00,22.4,33.7,4.0,18.6,1629936000000,0.0,443.6,"Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1012.7,0.0,15.5,54.17,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
255.83,26.5,33.5,12.8,21.4,2021-08-27T00:00:00+02:00,23.9,32.3,8.0,18.8,1630022400000,0.0,474.3,Sky Unchanged,0.0,1013.8,0.0,13.9,49.68,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
263.75,23.8,32.0,12.3,21.3,2021-08-28T00:00:00+02:00,22.6,31.7,52.0,16.5,1630108800000,0.0,448.9,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1015.8,0.0,14.6,58.74,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
265.63,23.7,29.4,13.1,19.5,2021-08-29T00:00:00+02:00,21.8,28.9,30.8,17.0,1630195200000,0.0,432.9,Sky Coverage Increasing,0.0,1014.5,0.0,14.8,60.11,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
255.83,23.7,30.5,13.3,16.6,2021-08-30T00:00:00+02:00,23.5,30.3,16.4,16.4,1630281600000,0.0,466.2,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1013.4,0.0,13.9,55.93,0.0,29.5,Clear,,,"38.4230642610591,-6.41439677433768"
246.58,25.5,33.9,14.6,12.0,2021-08-31T00:00:00+02:00,21.9,32.9,36.0,17.8,1630368000000,0.0,434.9,"Thunderstorm, Sky Coverage Increasing",0.0,1012.9,0.0,13.3,49.76,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
257.71,23.7,28.0,13.3,19.5,2021-09-01T00:00:00+02:00,14.2,28.1,40.1,19.8,1630454400000,0.0,282.1,"Precipitation In Vicinity, Rain, Sky Unchanged",0.0,1013.9,0.0,14.4,57.23,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
268.33,24.2,30.9,13.8,17.5,2021-09-02T00:00:00+02:00,21.4,30.0,28.9,18.3,1630540800000,0.0,423.7,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1015.6,0.0,14.7,58.78,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
278.86,24.7,32.4,13.5,17.5,2021-09-03T00:00:00+02:00,23.2,30.9,8.0,17.0,1630627200000,0.0,460.7,Sky Coverage Increasing,0.0,1016.0,0.0,13.6,55.85,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
237.78,25.3,34.1,12.9,12.1,2021-09-04T00:00:00+02:00,22.8,32.5,20.0,16.0,1630713600000,0.0,453.1,"Sky Coverage Increasing, Smoke Or Haze",0.0,1013.9,0.0,13.1,52.66,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
160.54,28.2,38.0,13.5,16.8,2021-09-05T00:00:00+02:00,22.3,36.0,76.0,17.8,1630800000000,0.0,442.5,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1013.3,0.0,11.3,39.04,0.0,38.9,Overcast,,,"38.4230642610591,-6.41439677433768"
162.25,29.4,36.1,12.3,20.4,2021-09-06T00:00:00+02:00,13.3,34.8,80.0,22.9,1630886400000,0.0,284.3,"Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1012.8,0.0,12.9,38.41,0.0,40.7,Overcast,,,"38.4230642610591,-6.41439677433768"
229.17,26.1,32.0,12.6,18.6,2021-09-07T00:00:00+02:00,22.0,31.2,49.9,20.0,1630972800000,0.0,470.1,"Sky Coverage Increasing, Sky Unchanged",0.0,1014.5,0.0,15.8,55.7,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
247.08,23.2,30.0,11.5,24.2,2021-09-08T00:00:00+02:00,20.9,29.2,43.7,18.8,1631059200000,0.0,414.7,Sky Coverage Increasing,0.0,1016.3,0.0,15.9,66.09,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
266.67,23.5,30.0,12.6,24.2,2021-09-09T00:00:00+02:00,14.6,29.5,36.9,18.7,1631145600000,0.0,311.0,"Mist, Sky Coverage Increasing",0.0,1016.9,0.0,16.0,65.6,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
272.5,22.9,29.2,13.9,20.5,2021-09-10T00:00:00+02:00,21.1,29.2,51.6,17.8,1631232000000,0.0,451.6,"Mist, Sky Coverage Increasing",0.0,1018.4,0.0,15.5,65.82,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
153.19,23.9,32.1,14.6,9.4,2021-09-11T00:00:00+02:00,18.6,30.9,70.0,17.0,1631318400000,0.0,369.5,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1017.1,0.0,13.4,55.36,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
123.0,27.6,34.9,13.1,16.8,2021-09-12T00:00:00+02:00,20.8,33.0,42.0,16.5,1631404800000,0.0,412.1,"Sky Coverage Increasing, Sky Unchanged",0.0,1011.8,0.0,9.9,38.41,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
170.83,22.3,28.8,10.6,20.5,2021-09-13T00:00:00+02:00,9.1,28.9,77.1,17.8,1631491200000,0.2,194.2,"Mist, Rain, Rain Showers, Sky Coverage Increasing",0.0,1011.4,0.0,13.1,57.69,4.17,,"Rain, Overcast",,,"38.4230642610591,-6.41439677433768"
136.46,19.9,24.7,9.2,16.8,2021-09-14T00:00:00+02:00,3.6,,66.6,16.9,1631577600000,6.0,84.4,"Mist, Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1010.2,0.0,17.1,84.89,12.5,29.5,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
225.91,20.0,24.0,11.7,10.3,2021-09-15T00:00:00+02:00,12.1,,61.6,16.4,1631664000000,2.0,259.5,"Drizzle, Mist, Rain, Sky Coverage Increasing, Sky Unchanged",0.0,1014.3,0.0,17.0,84.22,4.17,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
263.13,22.1,28.4,10.7,9.4,2021-09-16T00:00:00+02:00,20.3,28.6,53.1,17.0,1631750400000,0.0,434.2,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1017.1,0.0,16.7,74.65,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
278.75,22.0,29.2,11.2,16.6,2021-09-17T00:00:00+02:00,20.6,28.5,40.1,15.8,1631836800000,0.0,440.5,"Mist, Sky Coverage Increasing",0.0,1016.1,0.0,15.5,70.94,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
283.13,20.8,28.1,12.9,17.5,2021-09-18T00:00:00+02:00,21.5,26.9,15.0,14.2,1631923200000,0.0,460.2,Sky Unchanged,0.0,1016.0,0.0,11.6,62.53,0.0,29.5,Clear,,,"38.4230642610591,-6.41439677433768"
189.83,21.1,29.5,16.2,11.2,2021-09-19T00:00:00+02:00,21.1,28.1,0.0,13.2,1632009600000,0.0,451.5,,0.0,1018.0,0.0,10.2,54.38,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
266.68,22.1,30.0,15.6,15.6,2021-09-20T00:00:00+02:00,20.8,28.5,0.0,13.9,1632096000000,0.0,444.8,,0.0,1018.1,0.0,10.9,54.74,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
85.48,21.6,28.1,13.4,24.1,2021-09-21T00:00:00+02:00,20.7,27.0,0.0,14.8,1632182400000,0.0,442.8,,0.0,1017.9,0.0,7.1,41.37,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
143.04,20.0,27.7,11.7,23.2,2021-09-22T00:00:00+02:00,17.3,26.9,25.0,12.8,1632268800000,0.0,401.4,"Mist, Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,1015.7,0.0,10.1,54.94,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
